gwf_case	start_event	end_event
Poland (1944-89)	"Start: 12/31/1944 Date of establishment of a provisional government, a coalition of leftist parties controlled by the PPR (communist). The provisional government announced on December 31 governed a substantial part of Poland, from which the Soviets had driven German troops. It faced no serious domestic challenges because of the defeat in October 1944 of theWarsaw uprising led by the Home Army. After the Home Army's defeat, Mikolajczyk, premier of the Polish government-in-exile in London, agreed to negotiate with the communists. When other members of the government-inexile refused to support his compromise, he resigned from the government-in-exile. He joined the communist dominated coalition in 1945. Although non-communist leaders held some formally important positions in this and later governments, the communists never lost control. Through their control of the security forces and the Interior Ministry, they assured the repression and disorganization of more popular parties and won the 1947 election (Hiscocks 1963, 87-91, 101-6; Lukas 1982, 4-8, 20-28, 70-75)."	"End: 6/18/1989 The second round of parliamentary elections. In the first and second rounds, the non-communist opposition won nearly all contested seats. Although a majority of the seats had not been contested, the opposition was able to put together a non-communist coalition government (with the first non-Communist PM) by allying with some of the small parties that had historically been coopted into the communistled front. They defected from the front to join the opposition. Consequently, we treat the second round of the election as the regime end date because it led to an elected opposition government (Pease 1992; Inter-Parliamentary Union n.d.b)."
Portugal (1926-74)	"Start: 5/25/1926 Military coup led by Gen Gomes da Costa, who had been selected for leadership by the young officers who organized the plot (Opello 1991, 57)."	"End: 4/25/1974 Coup organized by junior officers, especially those who had served in Africa, ousted the Caetano government and established a provisional government that carried out a transition to democracy. Constituent Assembly elections were held in April 1975 (Opello 1991, 84-86; Inter-Parliamentary Union n.d.c)."
Romania (1945-89)	"Start: 3/6/1945 The Soviets forced King Michael to appoint Groza, a communist sympathizer, as PM. He in turn appointed a communist dominated coalition government and a communist commander of the armed forces. With control over the police, military, judiciary, communication, propaganda, and public works, the communists consolidated their political control during the next three years. King Michael was forced to abdicate in December 1947 (Van Dyke 1947, 373-78; Sudetic 1993; Tismaneanu 2003, 90-95)."	"End: 12/22/1989 Ceausescu and his wife fled the capital in response to a popular uprising. They were executed on December 25, 1989 by firing squad after a brief military show trial (Bachman 2006; BBC News 1999b)."
Russia (1993-)	"Start: 9/21/1993 "Authoritarianization" of an elected government when President Yeltsin unconstitutionally decreed the dissolution of parliament; parliament refused to dissolve and voted to impeach him. Yeltsin then ordered troops to storm the parliament and closed it on October 4, 1993. In December 1993, a new federal assembly was elected under new rules. Eight parties that had supported parliament against Yeltsin were disqualified from competing (Economic and Political Weekly 1993, 2626; Simes 1994, 67-70)."	"End: Regime continued in power as of December 31, 2010."
Rwanda (1962-73)	"Start: 7/1/1962 Independence under single-party rule by PARMEHUTU, which had been organized to further the interests of the majority Hutu ethnic group. A preindependence popular uprising by Hutus led to armed ethnic conflict, the deaths of tens of thousands, and the flight into exile of more than 100,000 Tutsis. Tutsis were not represented in the government elected in September 1961, before independence, which advocated Hutu supremacy and followed a policy of violent repression against Tutsis (Weinstein 1977, 55-64, U.S. Dept. of State 2011l)."	"End: 7/5/1973 Coup led by Maj. Gen. Habyarimana ousted President Kayibana (Encyclopedia Britannica Online 2011a; U.S. Dept. of State 2011l)."
Rwanda (1973-94)	"Start: 7/5/1973 coup led by Maj Gen Habyarimana ousted the civilian president and installed a new ruling group (U.S. Dept. of State 2011l; Encyclopedia Britannica Online 2011a)."	"End: 7/4/1994 The RPF rebels took Kigali, ending the regime (BBC News 2011a; Kapuscinski 2002; U.S. Dept. of State 2011l)."
Rwanda (1994-)	"Start: 7/4/1994 RPF rebel forces, made up mostly of exiled Tutsi Rwandans who had served in Museveni's insurgent force or the Ugandan army and led by Maj Gen Kagame, took Kigali. They established a Tutsi-led ruling group, which has become more inclusive over time (BBC News 2000a; U.S. Dept. of State 2011l)."	"End: Regime continued in power as of December 31, 2010."
Saudi Arabia (1927-)	"Start: 5/20/1927 The Treaty of Jeddah in which Great Britain recognized the independence of the Kingdoms of Hijaz and Najd was signed on this date. They were ruled by the monarchy that had been established during the previous 25 years through conquest by Adb al Aziz al Saud, leader of the al Saud family. In September 1932, the kingdoms were formally united under the name Saudi Arabia (Smyth 1992)."	"End: Regime continued in power as of December 31, 2010."
Senegal (1960-2000)	"Start: 8/20/1960 Independence from the Mali Federation, under single-party dominance. (The Mali Federation gained independence from France on June 20, 1960.) The BDS (later names BPS, UPS, PS) swept pre-independence elections and coopted most other parties into its organization. Harassment of the remaining opposition began shortly after independence. One opposition party was outlawed in 1960, and several opposition party leaders were arrested. Special tribunals to try political offenses were established in October 1960. The confrontation between Senghor and his PM from December 1962 to January 1963 resulted in the arrest and long prison sentence of PM Dia and consolidated Senghor's individual control over the ruling party (Foltz 1964, 16-63; Klein 1987, 326; LeVine 2004, 204)."	"End: 3/19/2000 The opposition won the second round of a fair presidential election, ousting the dominant-party regime (Vengroff and Magala 2001, 129-62). First round of elections held February 27, second round on March 19 (African Elections Database 2011j)."
Serbia/ Yugoslavia (1991-2000)	"Start: 6/25/1991 We date the beginning of Serbian dominated Yugoslavia to this day when Slovenia declared independence (Prunk 2001). The disintegration of the regime led by the Yugoslav communist party (League of Communists of Yugoslavia) in 1990, followed by the secession of Slovenia, Croatia, and Macedonia in 1991, left the remaining part of Yugoslavia dominated by the Serbian communist party and its leader Milosevic. This marks a change in the identity of the group that could choose policies and personnel. In the prior Yugoslavian political system, Milosevic and the Serbian party were one of several veto players in a collective leadership structure that prevented one man or region from dominating the rest. After the secessions, leadership in the remainder of Yugoslavia narrowed to the Serbian party and especially the group around Milosevic himself. Bosnia-Herzegovina seceded in 1992, further reducing the breadth of the ruling coalition and leaving only Serbia and Montenegro in the reconstituted Federal Republic of Yugoslavia, which began its formal life in April 1992 (Sekelj 2000, 63; U.S. Dept. of State 2011m)."	"End: 10/5/2000 Milosevic resigned in response to massive demonstrations, allowing the party that had won the election to take office (BBC News 2000b; Binnendijk and Marovic 2006; U.S. Dept. of State 2011m)."
